region,sexo,edad,s4,s5,yoprcor,yoprcorh,o10,o26,e6a
1.0,2.0,56.0,99.0,0.0,180000.0,180000.0,8.0,2.0,2.0
1.0,2.0,21.0,0.0,0.0,200000.0,200000.0,59.0,2.0,1.0
1.0,1.0,24.0,0.0,0.0,270000.0,270000.0,8.0,2.0,2.0
1.0,1.0,28.0,0.0,0.0,300000.0,300000.0,8.0,2.0,2.0
1.0,1.0,26.0,1.0,25.0,320000.0,320000.0,8.0,2.0,3.0
1.0,2.0,26.0,1.0,25.0,0.0,0.0,0.0,0.0,3.0
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,62.0,4.0,19.0,50000.0,50000.0,8.0,2.0,2.0
1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.0,2.0,59.0,3.0,17.0,270000.0,270000.0,70.0,1.0,2.0
1.0,2.0,23.0,1.0,22.0,270000.0,270000.0,40.0,1.0,3.0
1.0,1.0,23.0,1.0,22.0,270000.0,270000.0,40.0,1.0,2.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,77.0,2.0,27.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,76.0,2.0,26.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,50.0,0.0,0.0,200000.0,200000.0,4.0,2.0,2.0
1.0,1.0,75.0,99.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,24.0,0.0,0.0,400000.0,400000.0,40.0,2.0,3.0
1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1.0,1.0,48.0,99.0,0.0,200000.0,200000.0,25.0,2.0,1.0
1.0,2.0,66.0,3.0,24.0,0.0,0.0,0.0,0.0,3.0
1.0,2.0,34.0,3.0,17.0,380000.0,380000.0,10.0,2.0,2.0
1.0,1.0,43.0,2.0,33.0,300000.0,300000.0,10.0,2.0,2.0
1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,68.0,2.0,27.0,250000.0,250000.0,40.0,2.0,1.0
1.0,2.0,53.0,2.0,31.0,270000.0,270000.0,6.0,2.0,2.0
1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1.0,1.0,19.0,0.0,0.0,140000.0,140000.0,16.0,2.0,2.0
1.0,2.0,76.0,3.0,29.0,0.0,0.0,0.0,0.0,2.0
1.0,1.0,65.0,2.0,24.0,145395.0,145395.0,45.0,2.0,2.0
1.0,2.0,60.0,2.0,19.0,500000.0,500000.0,45.0,2.0,2.0
1.0,2.0,32.0,1.0,24.0,500000.0,500000.0,45.0,2.0,3.0
1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,74.0,5.0,13.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,43.0,0.0,0.0,400000.0,400000.0,40.0,2.0,2.0
1.0,1.0,52.0,0.0,0.0,386260.0,386260.0,33.0,2.0,2.0
1.0,2.0,77.0,2.0,36.0,0.0,0.0,0.0,0.0,3.0
1.0,1.0,27.0,0.0,0.0,1000000.0,1000000.0,45.0,2.0,3.0
1.0,2.0,29.0,0.0,0.0,700000.0,700000.0,44.0,2.0,3.0
1.0,2.0,34.0,2.0,19.0,300000.0,300000.0,25.0,2.0,3.0
1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,56.0,4.0,22.0,300000.0,300000.0,48.0,1.0,2.0
1.0,2.0,52.0,4.0,19.0,0.0,0.0,0.0,0.0,2.0
1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.0,2.0,44.0,1.0,19.0,350000.0,350000.0,35.0,2.0,2.0
1.0,2.0,31.0,1.0,27.0,120000.0,120000.0,4.0,1.0,2.0
1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,52.0,2.0,25.0,260000.0,260000.0,22.0,2.0,2.0
1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.0,2.0,71.0,3.0,16.0,0.0,0.0,0.0,0.0,2.0
1.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
