region,sexo,edad,s5,s6,yoprcor,yoprcorh,o10,o27,e6a,folio,ecivil,pco2,nv
1,2,36,1.0,30.0,1200000.0,1650000,40.0,2.0,3,11011001061.0,4,1,99
1,2,30,0.0,0.0,450000.0,1650000,40.0,2.0,3,11011001061.0,7,12,99
1,1,41,0.0,0.0,0.0,450000,45.0,2.0,3,11011001181.0,1,1,32
1,2,41,2.0,33.0,450000.0,450000,45.0,2.0,3,11011001181.0,1,2,32
1,2,10,0.0,0.0,0.0,450000,0.0,0.0,1,11011001181.0,7,3,99
1,1,9,0.0,0.0,0.0,450000,0.0,0.0,1,11011001181.0,7,3,99
1,1,73,0.0,0.0,0.0,0,0.0,0.0,2,11011001201.0,1,1,99
1,2,73,2.0,26.0,0.0,0,0.0,0.0,2,11011001201.0,1,2,99
1,2,60,2.0,25.0,700000.0,700000,40.0,2.0,3,11011001231.0,7,1,99
1,2,49,2.0,26.0,500000.0,570000,45.0,2.0,3,11011001271.0,7,1,48
1,2,21,1.0,20.0,70000.0,570000,5.0,2.0,3,11011001271.0,7,1,20
1,2,17,0.0,0.0,0.0,570000,0.0,0.0,2,11011001271.0,7,4,99
1,1,1,0.0,0.0,0.0,570000,0.0,0.0,1,11011001271.0,7,4,99
1,1,37,0.0,0.0,1350000.0,2400000,50.0,2.0,3,11011001281.0,1,1,26
1,2,33,2.0,22.0,1050000.0,2400000,45.0,2.0,3,11011001281.0,1,2,22
1,1,3,0.0,0.0,0.0,2400000,0.0,0.0,1,11011001281.0,7,3,99
1,1,11,0.0,0.0,0.0,2400000,0.0,0.0,1,11011001281.0,7,3,99
1,1,69,0.0,0.0,0.0,0,0.0,0.0,1,11011002011.0,2,1,99
1,2,52,3.0,13.0,0.0,0,0.0,0.0,1,11011002011.0,2,2,99
1,1,34,0.0,0.0,200000.0,200000,60.0,2.0,3,11011002031.0,2,1,33
1,2,24,1.0,23.0,0.0,200000,0.0,0.0,3,11011002031.0,2,2,23
1,2,1,0.0,0.0,0.0,200000,0.0,0.0,1,11011002031.0,7,3,99
1,2,29,2.0,16.0,250000.0,250000,45.0,2.0,2,11011002051.0,4,1,24
1,2,56,2.0,19.0,0.0,250000,0.0,0.0,2,11011002051.0,4,12,99
1,2,13,0.0,0.0,0.0,250000,0.0,0.0,1,11011002051.0,7,4,99
1,1,5,0.0,0.0,0.0,250000,0.0,0.0,1,11011002051.0,7,4,99
1,1,24,0.0,0.0,0.0,200000,0.0,0.0,3,11011002061.0,2,1,22
1,2,19,1.0,16.0,200000.0,200000,45.0,2.0,2,11011002061.0,2,2,17
1,1,2,0.0,0.0,0.0,200000,0.0,0.0,1,11011002061.0,7,3,99
1,1,61,0.0,0.0,0.0,360000,0.0,0.0,1,11011002071.0,1,1,52
1,1,39,0.0,0.0,80000.0,360000,5.0,2.0,2,11011002071.0,4,1,30
1,1,13,0.0,0.0,0.0,360000,0.0,0.0,1,11011002071.0,7,4,99
1,2,10,0.0,0.0,0.0,360000,0.0,0.0,1,11011002071.0,7,4,99
1,2,50,2.0,20.0,80000.0,360000,5.0,2.0,2,11011002071.0,7,1,41
1,2,9,0.0,0.0,0.0,360000,0.0,0.0,1,11011002071.0,7,4,99
1,1,55,0.0,0.0,200000.0,360000,56.0,2.0,1,11011002071.0,7,12,99
1,2,62,3.0,19.0,0.0,360000,0.0,0.0,1,11011002071.0,1,2,99
1,2,23,2.0,16.0,480000.0,780000,48.0,2.0,2,11011002081.0,7,1,22
1,1,6,0.0,0.0,0.0,780000,0.0,0.0,1,11011002081.0,7,4,99
1,2,59,3.0,18.0,300000.0,780000,40.0,2.0,1,11011002081.0,7,12,99
1,1,1,0.0,0.0,0.0,780000,0.0,0.0,1,11011002081.0,7,4,99
1,2,31,1.0,21.0,0.0,600000,0.0,0.0,2,11011003021.0,2,1,21
1,1,25,0.0,0.0,300000.0,600000,45.0,2.0,3,11011003021.0,7,12,99
1,1,25,0.0,0.0,300000.0,600000,45.0,2.0,3,11011003021.0,2,2,99
1,2,10,0.0,0.0,0.0,600000,0.0,0.0,1,11011003021.0,7,4,99
1,2,33,4.0,15.0,0.0,0,0.0,0.0,1,11011003031.0,2,1,19
1,1,41,0.0,0.0,0.0,0,0.0,0.0,1,11011003031.0,2,2,27
1,2,14,0.0,0.0,0.0,0,0.0,0.0,1,11011003031.0,7,3,99
1,1,53,0.0,0.0,0.0,0,0.0,0.0,1,11011003031.0,7,13,99
1,1,41,0.0,0.0,0.0,0,0.0,0.0,1,11011003031.0,7,13,99
1,2,40,1.0,21.0,0.0,0,0.0,0.0,1,11011003031.0,7,13,99
1,2,29,2.0,17.0,210000.0,490000,48.0,2.0,2,11011003041.0,2,1,28
1,1,33,0.0,0.0,280000.0,490000,48.0,2.0,2,11011003041.0,2,2,32
1,2,11,0.0,0.0,0.0,490000,0.0,0.0,1,11011003041.0,7,3,99
1,1,1,0.0,0.0,0.0,490000,0.0,0.0,1,11011003041.0,7,3,99
1,2,54,4.0,20.0,0.0,490000,0.0,0.0,1,11011003041.0,4,12,99
1,2,59,4.0,18.0,120000.0,120000,45.0,2.0,1,11011003061.0,7,1,43
1,1,25,0.0,0.0,0.0,120000,0.0,0.0,2,11011003061.0,7,4,99
1,1,16,0.0,0.0,0.0,120000,0.0,0.0,2,11011003061.0,7,4,99
1,2,79,3.0,20.0,0.0,430000,0.0,0.0,1,11011003071.0,6,1,77
1,2,68,99.0,0.0,0.0,430000,0.0,0.0,1,11011003071.0,7,12,99
1,1,42,0.0,0.0,300000.0,430000,40.0,2.0,2,11011003071.0,2,1,40
1,2,37,4.0,23.0,130000.0,430000,70.0,2.0,1,11011003071.0,2,2,35
1,1,14,0.0,0.0,0.0,430000,0.0,0.0,1,11011003071.0,7,3,99
1,1,7,0.0,0.0,0.0,430000,0.0,0.0,1,11011003071.0,7,3,99
1,1,3,0.0,0.0,0.0,430000,0.0,0.0,1,11011003071.0,7,3,99
1,1,2,0.0,0.0,0.0,430000,0.0,0.0,1,11011003071.0,7,3,99
1,2,46,4.0,18.0,0.0,250000,0.0,0.0,2,11011003081.0,1,1,46
1,1,14,0.0,0.0,0.0,250000,0.0,0.0,2,11011003081.0,7,4,99
1,1,42,0.0,0.0,0.0,250000,48.0,2.0,1,11011003081.0,1,2,42
1,1,22,0.0,0.0,250000.0,250000,49.0,2.0,1,11011003081.0,2,1,22
1,2,22,1.0,22.0,0.0,250000,0.0,0.0,2,11011003081.0,2,2,22
1,2,0,0.0,0.0,0.0,250000,0.0,0.0,1,11011003081.0,7,3,99
1,1,60,0.0,0.0,0.0,280000,0.0,0.0,2,11011003101.0,1,1,31
1,2,76,6.0,16.0,0.0,280000,0.0,0.0,1,11011003101.0,1,2,47
1,1,29,0.0,0.0,280000.0,280000,49.0,2.0,1,11011003101.0,7,3,99
1,1,50,0.0,0.0,280000.0,280000,45.0,2.0,2,11011004011.0,1,1,99
1,2,72,1.0,22.0,0.0,280000,0.0,0.0,2,11011004011.0,6,12,99
1,2,39,2.0,28.0,0.0,280000,0.0,0.0,2,11011004011.0,1,2,99
