region,sexo,edad,s4,s5,yoprcor,yoprcorh,o10,o26,e6a
8.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,1.0,36.0,2.0,27.0,500000.0,500000.0,45.0,1.0,3.0
8.0,2.0,57.0,2.0,34.0,0.0,0.0,0.0,0.0,3.0
8.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8.0,2.0,25.0,0.0,0.0,40000.0,40000.0,3.0,1.0,3.0
8.0,2.0,25.0,0.0,0.0,675000.0,675000.0,45.0,2.0,3.0
8.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8.0,2.0,24.0,0.0,0.0,150000.0,150000.0,20.0,1.0,3.0
8.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,1.0,35.0,0.0,0.0,1500000.0,1500000.0,40.0,2.0,4.0
8.0,2.0,30.0,0.0,0.0,50000.0,50000.0,6.0,2.0,3.0
8.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8.0,2.0,38.0,0.0,0.0,1750000.0,1750000.0,44.0,2.0,4.0
8.0,2.0,33.0,0.0,0.0,1000000.0,1000000.0,44.0,2.0,3.0
8.0,1.0,57.0,3.0,21.0,275000.0,275000.0,70.0,2.0,2.0
8.0,1.0,42.0,1.0,30.0,1600000.0,1600000.0,44.0,1.0,4.0
8.0,2.0,34.0,1.0,24.0,0.0,0.0,0.0,0.0,4.0
8.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,2.0,29.0,0.0,0.0,3200000.0,3200000.0,44.0,1.0,4.0
